File_ID,Province,Lender,Refi_Type,Professional,Disbursement,Date_Received,Maturity_Date,Date_Funded,Delay_Reason,Funds_Confirmed
FCT-739527,NS,NBC,External,West Coast Legal,438536,2025-05-23,2025-06-12,2025-06-12,External: Payout Delay,Yes
FCT-739528,QC,ScotiaBank,Internal,Maitre Tremblay,300297,2025-08-04,2025-08-15,2025-08-18,None,Yes
FCT-739529,QC,RBC,Internal,Maitre Cote,496199,2025-04-16,2025-05-02,2025-05-01,None,Yes
FCT-739530,AB,ScotiaBank,Internal,West Coast Legal,729221,2025-05-17,2025-05-29,2025-06-02,None,Yes
FCT-739531,ON,TD,Internal,Smith & Co,731188,2025-04-14,2025-04-24,2025-05-01,None,Yes
FCT-739532,QC,RBC,Internal,Maitre Belanger,168258,2025-11-06,2025-11-25,2025-11-19,None,Yes
FCT-739533,ON,RBC,Internal,Ontario Title Law,511512,2025-12-17,2025-12-25,2026-01-03,None,Yes
FCT-739534,NS,ScotiaBank,Internal,Ontario Title Law,592363,2025-02-23,2025-03-14,2025-03-07,None,Yes
FCT-739535,QC,NBC,External,Maitre Cote,559699,2025-03-12,2025-03-31,2025-04-04,External: Payout Delay,Yes
FCT-739536,QC,BMO,External,Maitre Cote,389735,2025-11-21,2025-12-03,2025-12-13,External: Payout Delay,Yes
FCT-739537,QC,TD,Internal,Maitre Cote,503736,2025-08-23,2025-09-02,2025-09-09,None,Yes
FCT-739538,QC,RBC,Internal,Maitre Belanger,727825,2025-03-09,2025-03-29,2025-03-21,None,Yes
FCT-739539,ON,RBC,External,West Coast Legal,673175,2025-04-14,2025-04-27,2025-05-06,External: Payout Delay,Yes
FCT-739540,ON,BMO,Internal,Maritime Legal,204139,2025-07-20,2025-07-30,2025-08-05,None,Yes
FCT-739541,QC,Fairstone,External,Maitre Cote,349813,2025-09-26,2025-10-10,2025-09-28,None (Pre-scheduled),Yes
FCT-739542,NB,ScotiaBank,Internal,Smith & Co,602710,2025-04-25,2025-05-05,2025-05-07,None,Yes
FCT-739543,QC,BMO,External,Maitre Cote,434156,2025-12-22,2026-01-10,2026-01-30,Lender: Missing Docs,Yes
FCT-739544,QC,Fairstone,Internal,Maitre Belanger,594276,2025-10-11,2025-10-28,2025-10-14,None (Pre-scheduled),Yes
FCT-739545,BC,NBC,External,Smith & Co,701046,2025-07-24,2025-07-31,2025-08-16,External: Payout Delay,Yes
FCT-739546,ON,BMO,External,Maritime Legal,321088,2025-11-24,2025-12-03,2025-12-14,External: Payout Delay,Yes
FCT-739547,QC,RBC,Internal,Maitre Cote,387706,2025-04-22,2025-05-13,2025-05-13,Lender: Missing Docs,Yes
FCT-739548,BC,RBC,Internal,Smith & Co,669848,2026-02-04,2026-02-25,2026-02-21,None,Yes
FCT-739549,AB,NBC,External,West Coast Legal,474603,2025-05-15,2025-05-23,2025-06-04,External: Payout Delay,Yes
FCT-739550,NS,TD,Internal,Maritime Legal,589864,2025-07-26,2025-08-11,2025-08-09,None,Yes
FCT-739551,AB,BMO,External,Ontario Title Law,470189,2025-01-14,2025-01-21,2025-02-06,External: Payout Delay,Yes
FCT-739552,QC,BMO,Internal,Maitre Tremblay,326934,2025-09-26,2025-10-14,2025-10-13,None,Yes
FCT-739553,ON,ScotiaBank,Internal,Maritime Legal,681709,2025-06-13,2025-06-20,2025-06-28,None,Yes
FCT-739554,ON,Fairstone,Internal,Smith & Co,445328,2025-04-09,2025-04-24,2025-04-12,None (Pre-scheduled),Yes
FCT-739555,QC,Fairstone,Internal,Maitre Lavoie,739516,2025-09-17,2025-09-29,2025-09-20,None (Pre-scheduled),Yes
FCT-739556,QC,TD,Internal,Maitre Cote,698726,2025-02-12,2025-02-24,2025-02-27,None,Yes
FCT-739557,ON,NBC,External,Ontario Title Law,730570,2025-04-04,2025-04-09,2025-04-24,External: Payout Delay,Yes
FCT-739558,QC,ScotiaBank,Internal,Maitre Belanger,546892,2025-10-21,2025-10-30,2025-11-05,None,Yes
FCT-739559,ON,NBC,Internal,Maritime Legal,287845,2025-11-29,2025-12-17,2025-12-16,None,Yes
FCT-739560,AB,Fairstone,External,Smith & Co,497394,2025-07-14,2025-07-30,2025-07-17,None (Pre-scheduled),Yes
FCT-739561,ON,Fairstone,External,West Coast Legal,540286,2025-03-05,2025-03-26,2025-03-08,None (Pre-scheduled),Yes
FCT-739562,QC,Fairstone,External,Maitre Lavoie,436148,2025-08-08,2025-08-25,2025-08-11,None (Pre-scheduled),Yes
FCT-739563,QC,BMO,External,Maitre Tremblay,525718,2025-09-08,2025-09-20,2025-10-02,External: Payout Delay,Yes
FCT-739564,QC,BMO,Internal,Maitre Tremblay,747257,2026-01-10,2026-01-15,2026-02-01,Lender: Missing Docs,Yes
FCT-739565,QC,TD,Internal,Maitre Belanger,295587,2025-07-14,2025-08-02,2025-07-31,None,Yes
FCT-739566,BC,Fairstone,Internal,Smith & Co,551563,2025-09-25,2025-10-13,2025-09-27,None (Pre-scheduled),Yes
FCT-739567,NS,ScotiaBank,External,Ontario Title Law,172263,2025-11-27,2025-12-18,2025-12-19,External: Payout Delay,Yes
FCT-739568,QC,ScotiaBank,Internal,Maitre Belanger,576745,2025-09-17,2025-09-28,2025-10-01,None,Yes
FCT-739569,NB,BMO,Internal,West Coast Legal,436772,2025-08-05,2025-08-25,2025-08-31,Internal: Processing Backlog,Yes
FCT-739570,BC,Fairstone,External,Ontario Title Law,635095,2025-11-29,2025-12-16,2025-12-02,None (Pre-scheduled),Yes
FCT-739571,QC,NBC,Internal,Maitre Lavoie,477543,2025-05-14,2025-05-22,2025-05-26,None,Yes
FCT-739572,QC,BMO,External,Maitre Cote,644876,2025-07-07,2025-07-12,2025-07-30,External: Payout Delay,Yes
FCT-739573,QC,BMO,Internal,Maitre Lavoie,529929,2025-12-08,2025-12-18,2025-12-27,Lender: Missing Docs,Yes
FCT-739574,BC,NBC,Internal,Maritime Legal,408754,2025-11-27,2025-12-06,2025-12-10,None,Yes
FCT-739575,BC,NBC,External,Ontario Title Law,515158,2025-06-27,2025-07-11,2025-07-18,External: Payout Delay,Yes
FCT-739576,QC,RBC,External,Maitre Belanger,396884,2026-01-29,2026-02-09,2026-02-22,External: Payout Delay,Yes
FCT-739577,QC,ScotiaBank,Internal,Maitre Belanger,649764,2025-05-20,2025-06-02,2025-06-01,None,Yes
FCT-739578,BC,BMO,Internal,Maritime Legal,598068,2025-09-27,2025-10-06,2025-10-13,None,Yes
FCT-739579,QC,ScotiaBank,Internal,Maitre Cote,432758,2025-12-16,2026-01-05,2026-01-02,Lender: Missing Docs,Yes
FCT-739580,QC,RBC,External,Maitre Tremblay,305847,2025-10-02,2025-10-09,2025-10-24,External: Payout Delay,Yes
FCT-739581,NB,NBC,External,Maritime Legal,659647,2025-11-24,2025-12-14,2025-12-13,External: Payout Delay,Yes
FCT-739582,AB,NBC,Internal,Ontario Title Law,170648,2025-10-18,2025-10-26,2025-11-03,None,Yes
FCT-739583,QC,TD,Internal,Maitre Cote,387767,2025-02-06,2025-02-27,2025-02-23,None,Yes
FCT-739584,ON,RBC,Internal,West Coast Legal,153710,2025-01-08,2025-01-15,2025-01-23,None,Yes
FCT-739585,QC,Fairstone,Internal,Maitre Cote,468584,2025-12-26,2026-01-10,2025-12-28,None (Pre-scheduled),Yes
FCT-739586,ON,RBC,Internal,West Coast Legal,263100,2025-02-22,2025-03-15,2025-03-11,None,Yes
FCT-739587,NB,TD,External,Ontario Title Law,223042,2025-01-22,2025-01-27,2025-02-12,External: Payout Delay,Yes
FCT-739588,ON,TD,Internal,Smith & Co,462569,2025-07-10,2025-07-27,2025-07-24,None,Yes
FCT-739589,QC,RBC,External,Maitre Cote,192318,2025-12-31,2026-01-15,2026-01-28,Lender: Missing Docs,Yes
FCT-739590,ON,BMO,External,Smith & Co,729682,2025-04-10,2025-05-01,2025-05-03,External: Payout Delay,Yes
FCT-739591,QC,NBC,Internal,Maitre Lavoie,534313,2025-08-18,2025-09-02,2025-09-07,Lender: Missing Docs,Yes
FCT-739592,QC,TD,Internal,Maitre Belanger,177182,2025-03-18,2025-03-23,2025-04-01,None,Yes
FCT-739593,BC,RBC,External,Maritime Legal,630604,2025-06-15,2025-06-24,2025-07-07,External: Payout Delay,Yes
FCT-739594,QC,BMO,External,Maitre Belanger,385092,2025-01-06,2025-01-21,2025-01-26,External: Payout Delay,Yes
FCT-739595,ON,ScotiaBank,Internal,Smith & Co,736502,2025-11-25,2025-12-16,2025-12-11,None,No - Bank Dispute
FCT-739596,AB,RBC,Internal,Smith & Co,533400,2025-05-12,2025-06-02,2025-05-24,None,Yes
FCT-739597,QC,NBC,External,Maitre Tremblay,317725,2025-04-25,2025-05-04,2025-05-18,External: Payout Delay,Yes
FCT-739598,ON,ScotiaBank,Internal,Smith & Co,666895,2025-06-19,2025-07-01,2025-07-03,None,Yes
FCT-739599,QC,BMO,Internal,Maitre Tremblay,336444,2025-04-12,2025-04-21,2025-04-28,None,Yes
FCT-739600,QC,NBC,External,Maitre Belanger,574067,2025-02-28,2025-03-21,2025-03-20,External: Payout Delay,Yes
FCT-739601,NS,BMO,External,West Coast Legal,746193,2025-07-18,2025-08-06,2025-08-06,External: Payout Delay,Yes
FCT-739602,QC,RBC,External,Maitre Tremblay,616748,2025-11-03,2025-11-17,2025-11-27,External: Payout Delay,Yes
FCT-739603,AB,BMO,Internal,Smith & Co,538836,2025-10-07,2025-10-19,2025-10-23,None,Yes
FCT-739604,NB,BMO,Internal,Maritime Legal,748422,2025-11-05,2025-11-12,2025-11-22,None,Yes
FCT-739605,QC,RBC,Internal,Maitre Tremblay,564927,2025-12-25,2026-01-07,2026-01-06,None,Yes
FCT-739606,ON,ScotiaBank,External,West Coast Legal,325044,2025-12-04,2025-12-17,2025-12-28,External: Payout Delay,Yes
FCT-739607,QC,TD,Internal,Maitre Tremblay,223015,2025-12-13,2025-12-18,2025-12-25,None,Yes
FCT-739608,ON,TD,Internal,Smith & Co,454891,2025-11-22,2025-12-02,2025-12-07,None,Yes
FCT-739609,QC,NBC,Internal,Maitre Lavoie,359208,2025-08-21,2025-09-03,2025-09-16,Internal: Processing Backlog,Yes
FCT-739610,QC,ScotiaBank,Internal,Maitre Belanger,402191,2025-05-03,2025-05-23,2025-05-23,Lender: Missing Docs,Yes
FCT-739611,QC,RBC,Internal,Maitre Belanger,396080,2025-03-02,2025-03-17,2025-03-15,None,Yes
FCT-739612,ON,NBC,Internal,West Coast Legal,743268,2025-02-14,2025-03-06,2025-02-28,None,Yes
FCT-739613,ON,TD,Internal,Maritime Legal,389697,2025-11-21,2025-11-27,2025-12-07,None,Yes
FCT-739614,BC,ScotiaBank,Internal,Smith & Co,192837,2025-01-26,2025-02-16,2025-02-17,Internal: Processing Backlog,Yes
FCT-739615,BC,ScotiaBank,Internal,Maritime Legal,303338,2026-02-01,2026-02-19,2026-02-18,None,Yes
FCT-739616,ON,BMO,Internal,Maritime Legal,225259,2025-06-23,2025-07-06,2025-07-10,None,Yes
FCT-739617,NS,Fairstone,External,West Coast Legal,570358,2025-07-27,2025-08-04,2025-07-29,None (Pre-scheduled),Yes
FCT-739618,QC,BMO,External,Maitre Belanger,465160,2026-01-30,2026-02-10,2026-02-23,External: Payout Delay,Yes
FCT-739619,QC,TD,External,Maitre Tremblay,295517,2025-03-16,2025-04-03,2025-04-05,External: Payout Delay,Yes
FCT-739620,BC,NBC,Internal,Maritime Legal,739389,2025-12-11,2025-12-29,2025-12-23,None,Yes
FCT-739621,QC,BMO,Internal,Maitre Cote,549812,2025-06-01,2025-06-14,2025-06-17,None,Yes
FCT-739622,NS,BMO,External,Maritime Legal,318454,2025-02-06,2025-02-20,2025-03-01,External: Payout Delay,Yes
FCT-739623,NS,RBC,External,Ontario Title Law,627149,2025-10-08,2025-10-21,2025-10-27,External: Payout Delay,Yes
FCT-739624,QC,ScotiaBank,Internal,Maitre Tremblay,196117,2025-02-09,2025-02-14,2025-02-24,None,Yes
FCT-739625,ON,NBC,Internal,Ontario Title Law,492956,2025-08-24,2025-09-08,2025-09-07,None,Yes
FCT-739626,QC,BMO,Internal,Maitre Belanger,198529,2025-03-30,2025-04-16,2025-04-15,None,Yes
FCT-739627,QC,TD,Internal,Maitre Lavoie,721572,2025-07-25,2025-07-30,2025-08-11,None,Yes
FCT-739628,QC,NBC,External,Maitre Tremblay,280609,2025-05-19,2025-06-04,2025-06-08,External: Payout Delay,Yes
FCT-739629,QC,RBC,Internal,Maitre Tremblay,296322,2025-02-02,2025-02-10,2025-02-18,None,Yes
FCT-739630,QC,NBC,Internal,Maitre Lavoie,656388,2025-10-05,2025-10-24,2025-10-22,None,Yes
FCT-739631,QC,NBC,External,Maitre Tremblay,173869,2025-07-20,2025-07-28,2025-08-19,External: Payout Delay,Yes
FCT-739632,QC,NBC,External,Maitre Tremblay,528204,2025-04-09,2025-04-14,2025-05-06,Lender: Missing Docs,Yes
FCT-739633,AB,BMO,External,Smith & Co,392895,2025-10-07,2025-10-19,2025-10-26,External: Payout Delay,Yes
FCT-739634,QC,RBC,External,Maitre Lavoie,270986,2025-09-05,2025-09-17,2025-09-28,External: Payout Delay,Yes
FCT-739635,QC,TD,Internal,Maitre Tremblay,267848,2025-09-17,2025-10-03,2025-10-03,None,Yes
FCT-739636,ON,BMO,Internal,West Coast Legal,347641,2025-03-15,2025-04-02,2025-03-30,None,Yes
FCT-739637,NB,NBC,Internal,West Coast Legal,550716,2025-04-07,2025-04-21,2025-04-24,None,Yes
FCT-739638,BC,NBC,Internal,Maritime Legal,564900,2025-10-16,2025-11-04,2025-10-28,None,Yes
FCT-739639,QC,BMO,Internal,Maitre Lavoie,519182,2026-01-16,2026-01-31,2026-02-01,None,Yes
FCT-739640,QC,Fairstone,External,Maitre Tremblay,517910,2026-01-20,2026-02-01,2026-01-23,None (Pre-scheduled),Yes
FCT-739641,NS,RBC,External,Maritime Legal,692347,2025-10-22,2025-11-01,2025-11-14,External: Payout Delay,Yes
FCT-739642,QC,TD,Internal,Maitre Belanger,580012,2025-10-12,2025-10-30,2025-10-26,None,Yes
FCT-739643,QC,ScotiaBank,External,Maitre Cote,406433,2025-05-17,2025-06-05,2025-06-10,External: Payout Delay,Yes
FCT-739644,ON,Fairstone,External,West Coast Legal,364865,2025-07-08,2025-07-14,2025-07-11,None (Pre-scheduled),Yes
FCT-739645,QC,TD,Internal,Maitre Belanger,403701,2025-05-11,2025-05-31,2025-05-26,None,Yes
FCT-739646,BC,NBC,Internal,Ontario Title Law,692655,2025-07-16,2025-07-22,2025-08-01,None,Yes
FCT-739647,BC,TD,Internal,Ontario Title Law,695813,2025-03-06,2025-03-24,2025-03-21,None,Yes
FCT-739648,QC,TD,Internal,Maitre Lavoie,709853,2025-02-12,2025-02-22,2025-02-24,None,Yes
FCT-739649,BC,NBC,Internal,West Coast Legal,592190,2025-01-02,2025-01-22,2025-01-28,Internal: Processing Backlog,Yes
FCT-739650,QC,ScotiaBank,Internal,Maitre Cote,722638,2025-08-14,2025-08-19,2025-09-13,Lender: Missing Docs,Yes
FCT-739651,QC,NBC,Internal,Maitre Belanger,593757,2025-12-15,2025-12-22,2025-12-31,None,Yes
FCT-739652,NB,ScotiaBank,Internal,West Coast Legal,639344,2025-03-07,2025-03-27,2025-03-23,None,Yes
FCT-739653,ON,Fairstone,Internal,Maritime Legal,279730,2025-02-15,2025-03-01,2025-02-17,None (Pre-scheduled),Yes
FCT-739654,NB,ScotiaBank,Internal,Ontario Title Law,297574,2025-01-27,2025-02-08,2025-02-23,Internal: Processing Backlog,Yes
FCT-739655,NB,RBC,Internal,Maritime Legal,465472,2025-02-01,2025-02-17,2025-02-16,None,Yes
FCT-739656,QC,RBC,Internal,Maitre Cote,655129,2025-10-20,2025-10-28,2025-11-04,None,Yes
FCT-739657,QC,RBC,External,Maitre Belanger,468925,2025-07-01,2025-07-20,2025-07-26,Lender: Missing Docs,Yes
FCT-739658,BC,ScotiaBank,Internal,Ontario Title Law,174584,2025-08-17,2025-09-06,2025-08-31,None,Yes
FCT-739659,QC,NBC,External,Maitre Lavoie,471284,2025-04-11,2025-04-23,2025-05-02,External: Payout Delay,Yes
FCT-739660,ON,ScotiaBank,Internal,Ontario Title Law,443101,2025-09-05,2025-09-25,2025-09-20,None,No - Bank Dispute
FCT-739661,AB,ScotiaBank,External,Maritime Legal,528430,2025-09-02,2025-09-09,2025-09-25,External: Payout Delay,Yes
FCT-739662,ON,TD,Internal,Maritime Legal,440324,2025-11-04,2025-11-10,2025-11-16,None,Yes
FCT-739663,AB,RBC,Internal,West Coast Legal,744196,2025-03-07,2025-03-19,2025-03-23,None,Yes
FCT-739664,QC,TD,Internal,Maitre Cote,512087,2025-11-08,2025-11-23,2025-11-25,Lender: Missing Docs,Yes
FCT-739665,QC,BMO,Internal,Maitre Lavoie,615681,2025-03-06,2025-03-24,2025-03-28,Internal: Processing Backlog,Yes
FCT-739666,QC,TD,Internal,Maitre Lavoie,260653,2025-11-20,2025-12-11,2025-12-10,Lender: Missing Docs,Yes
FCT-739667,QC,RBC,External,Maitre Tremblay,730598,2025-07-21,2025-08-06,2025-08-11,External: Payout Delay,Yes
FCT-739668,BC,TD,External,Smith & Co,234144,2025-04-24,2025-05-05,2025-05-15,External: Payout Delay,Yes
FCT-739669,QC,TD,Internal,Maitre Cote,241648,2025-03-24,2025-04-01,2025-04-10,None,Yes
FCT-739670,ON,ScotiaBank,Internal,Smith & Co,671667,2025-01-11,2025-01-26,2025-01-27,None,Yes
FCT-739671,ON,NBC,Internal,Smith & Co,509842,2025-04-27,2025-05-03,2025-05-09,None,Yes
FCT-739672,QC,RBC,Internal,Maitre Tremblay,479467,2026-01-13,2026-01-19,2026-02-04,Lender: Missing Docs,Yes
FCT-739673,QC,RBC,Internal,Maitre Cote,639348,2025-12-29,2026-01-08,2026-01-15,Lender: Missing Docs,Yes
FCT-739674,AB,ScotiaBank,Internal,Ontario Title Law,480837,2025-04-14,2025-05-05,2025-04-27,None,Yes
FCT-739675,QC,Fairstone,Internal,Maitre Lavoie,662281,2025-02-23,2025-03-04,2025-02-25,None (Pre-scheduled),Yes
FCT-739676,QC,BMO,Internal,Maitre Belanger,182360,2025-02-14,2025-02-27,2025-02-26,None,Yes
FCT-739677,ON,TD,External,Maritime Legal,287297,2025-03-06,2025-03-12,2025-03-26,External: Payout Delay,Yes
FCT-739678,QC,ScotiaBank,Internal,Maitre Belanger,552886,2025-10-16,2025-10-31,2025-11-07,Internal: Processing Backlog,Yes
FCT-739679,QC,ScotiaBank,External,Maitre Cote,694066,2025-09-21,2025-10-02,2025-10-10,External: Payout Delay,Yes
FCT-739680,AB,TD,Internal,Smith & Co,519899,2025-04-09,2025-04-18,2025-04-26,None,Yes
FCT-739681,BC,ScotiaBank,Internal,Ontario Title Law,382258,2025-11-25,2025-12-08,2025-12-09,None,Yes
FCT-739682,QC,TD,Internal,Maitre Tremblay,605000,2026-02-02,2026-02-21,2026-02-16,None,Yes
FCT-739683,ON,NBC,Internal,Maritime Legal,480303,2025-05-01,2025-05-19,2025-05-17,None,Yes
FCT-739684,ON,TD,External,Maritime Legal,210881,2025-01-20,2025-02-09,2025-02-10,External: Payout Delay,Yes
FCT-739685,QC,BMO,External,Maitre Belanger,730674,2025-09-04,2025-09-25,2025-09-27,External: Payout Delay,Yes
FCT-739686,QC,RBC,External,Maitre Tremblay,493583,2025-10-12,2025-10-17,2025-10-31,External: Payout Delay,Yes
FCT-739687,AB,RBC,External,Smith & Co,235938,2025-11-26,2025-12-01,2025-12-15,External: Payout Delay,Yes
FCT-739688,QC,TD,Internal,Maitre Cote,661139,2026-01-06,2026-01-18,2026-01-21,None,Yes
FCT-739689,QC,NBC,Internal,Maitre Belanger,397754,2025-03-05,2025-03-21,2025-03-18,None,Yes
FCT-739690,QC,Fairstone,Internal,Maitre Tremblay,503310,2025-06-17,2025-07-06,2025-06-19,None (Pre-scheduled),Yes
FCT-739691,QC,Fairstone,Internal,Maitre Belanger,733840,2025-09-09,2025-09-23,2025-09-12,None (Pre-scheduled),Yes
FCT-739692,BC,Fairstone,Internal,Ontario Title Law,547274,2025-08-16,2025-09-02,2025-08-19,None (Pre-scheduled),Yes
FCT-739693,BC,NBC,External,Maritime Legal,335270,2025-08-07,2025-08-22,2025-08-29,External: Payout Delay,Yes
FCT-739694,QC,TD,Internal,Maitre Belanger,638245,2025-05-07,2025-05-25,2025-05-20,None,Yes
FCT-739695,QC,NBC,External,Maitre Cote,445251,2025-08-30,2025-09-05,2025-09-22,External: Payout Delay,Yes
FCT-739696,QC,RBC,Internal,Maitre Belanger,684324,2025-11-24,2025-12-15,2025-12-09,None,Yes
FCT-739697,AB,TD,Internal,Smith & Co,383755,2025-07-05,2025-07-11,2025-07-20,None,Yes
FCT-739698,ON,TD,Internal,Ontario Title Law,607484,2025-01-13,2025-01-21,2025-01-27,None,Yes
FCT-739699,AB,RBC,Internal,Ontario Title Law,537672,2025-12-04,2025-12-20,2025-12-21,None,Yes
FCT-739700,ON,NBC,Internal,Smith & Co,194446,2025-11-17,2025-12-01,2025-12-02,None,Yes
FCT-739701,AB,NBC,Internal,Smith & Co,431590,2025-05-16,2025-05-31,2025-06-02,None,Yes
FCT-739702,QC,NBC,Internal,Maitre Belanger,488153,2025-11-19,2025-11-26,2025-12-01,None,Yes
FCT-739703,QC,TD,Internal,Maitre Tremblay,686128,2025-03-08,2025-03-23,2025-03-22,None,Yes
FCT-739704,QC,NBC,Internal,Maitre Tremblay,618154,2025-11-24,2025-12-03,2025-12-09,None,Yes
FCT-739705,QC,BMO,Internal,Maitre Lavoie,569085,2026-01-25,2026-01-31,2026-02-08,None,Yes
FCT-739706,ON,BMO,Internal,Smith & Co,655395,2025-11-28,2025-12-17,2025-12-14,None,Yes
FCT-739707,QC,NBC,Internal,Maitre Cote,625610,2025-12-30,2026-01-09,2026-01-12,None,Yes
FCT-739708,NB,RBC,External,West Coast Legal,636923,2025-10-05,2025-10-16,2025-10-26,External: Payout Delay,Yes
FCT-739709,QC,TD,Internal,Maitre Belanger,437468,2025-02-27,2025-03-17,2025-03-13,None,Yes
FCT-739710,QC,Fairstone,External,Maitre Tremblay,479656,2025-10-14,2025-11-01,2025-10-16,None (Pre-scheduled),Yes
FCT-739711,QC,ScotiaBank,External,Maitre Tremblay,259318,2025-06-07,2025-06-24,2025-07-01,External: Payout Delay,Yes
FCT-739712,ON,TD,External,Maritime Legal,585307,2025-12-06,2025-12-16,2025-12-30,External: Payout Delay,Yes
FCT-739713,QC,RBC,External,Maitre Cote,619388,2025-06-02,2025-06-07,2025-06-29,Lender: Missing Docs,Yes
FCT-739714,NB,ScotiaBank,External,Smith & Co,666316,2025-07-22,2025-07-28,2025-08-10,External: Payout Delay,Yes
FCT-739715,NB,RBC,Internal,Ontario Title Law,748487,2025-05-27,2025-06-07,2025-06-09,None,Yes
FCT-739716,QC,NBC,Internal,Maitre Belanger,698864,2025-12-22,2026-01-01,2026-01-06,None,Yes
FCT-739717,QC,Fairstone,Internal,Maitre Lavoie,651258,2025-06-09,2025-06-22,2025-06-11,None (Pre-scheduled),Yes
FCT-739718,QC,ScotiaBank,Internal,Maitre Lavoie,714746,2025-11-04,2025-11-09,2025-11-20,None,Yes
FCT-739719,QC,TD,Internal,Maitre Belanger,557616,2025-12-23,2026-01-10,2026-01-07,None,Yes
FCT-739720,NS,TD,External,West Coast Legal,428159,2025-05-09,2025-05-18,2025-05-29,External: Payout Delay,Yes
FCT-739721,QC,NBC,Internal,Maitre Cote,489193,2025-08-09,2025-08-23,2025-08-25,None,Yes
FCT-739722,QC,ScotiaBank,Internal,Maitre Tremblay,467510,2025-10-04,2025-10-19,2025-10-22,Lender: Missing Docs,Yes
FCT-739723,QC,NBC,External,Maitre Lavoie,567846,2025-02-14,2025-02-20,2025-03-13,Lender: Missing Docs,Yes
FCT-739724,ON,NBC,Internal,Ontario Title Law,264987,2025-12-12,2025-12-27,2025-12-26,None,Yes
FCT-739725,NS,ScotiaBank,External,Ontario Title Law,229389,2025-08-27,2025-09-15,2025-09-16,External: Payout Delay,Yes
FCT-739726,QC,ScotiaBank,Internal,Maitre Belanger,373146,2025-11-04,2025-11-14,2025-11-17,None,Yes
FCT-739727,QC,TD,Internal,Maitre Tremblay,534879,2025-07-31,2025-08-20,2025-08-22,Lender: Missing Docs,Yes
FCT-739728,QC,BMO,External,Maitre Cote,510247,2025-10-17,2025-11-01,2025-11-10,Lender: Missing Docs,Yes
FCT-739729,NS,BMO,Internal,Ontario Title Law,164768,2025-10-23,2025-11-13,2025-11-07,None,Yes
FCT-739730,QC,NBC,External,Maitre Tremblay,538608,2025-10-12,2025-10-21,2025-11-03,External: Payout Delay,Yes
FCT-739731,ON,RBC,External,Maritime Legal,428853,2026-01-15,2026-01-30,2026-02-06,External: Payout Delay,Yes
FCT-739732,QC,NBC,External,Maitre Lavoie,633456,2025-07-23,2025-08-05,2025-08-13,External: Payout Delay,Yes
FCT-739733,BC,Fairstone,Internal,West Coast Legal,642380,2025-11-27,2025-12-17,2025-11-29,None (Pre-scheduled),Yes
FCT-739734,QC,BMO,External,Maitre Lavoie,364615,2025-03-14,2025-04-03,2025-04-04,External: Payout Delay,Yes
FCT-739735,ON,RBC,Internal,Ontario Title Law,415284,2025-02-27,2025-03-12,2025-03-14,None,Yes
FCT-739736,QC,ScotiaBank,Internal,Maitre Tremblay,741340,2025-04-25,2025-05-15,2025-05-07,None,Yes
FCT-739737,QC,NBC,Internal,Maitre Tremblay,272751,2025-05-28,2025-06-04,2025-06-14,None,Yes
FCT-739738,ON,TD,External,Maritime Legal,464585,2025-09-21,2025-09-26,2025-10-15,External: Payout Delay,Yes
FCT-739739,ON,NBC,Internal,West Coast Legal,170261,2025-12-28,2026-01-03,2026-01-09,None,Yes
FCT-739740,QC,TD,Internal,Maitre Belanger,208814,2025-07-09,2025-07-15,2025-07-22,None,Yes
FCT-739741,ON,NBC,Internal,Maritime Legal,497530,2025-12-21,2026-01-02,2026-01-16,Internal: Processing Backlog,Yes
FCT-739742,QC,ScotiaBank,External,Maitre Belanger,561143,2025-04-28,2025-05-08,2025-05-18,External: Payout Delay,Yes
FCT-739743,QC,ScotiaBank,Internal,Maitre Tremblay,715803,2025-11-29,2025-12-10,2025-12-15,None,Yes
FCT-739744,AB,Fairstone,Internal,Ontario Title Law,643390,2025-02-18,2025-02-24,2025-02-20,None (Pre-scheduled),Yes
FCT-739745,QC,TD,Internal,Maitre Tremblay,510724,2025-12-10,2025-12-24,2025-12-22,None,Yes
FCT-739746,BC,Fairstone,Internal,Maritime Legal,460710,2025-08-20,2025-08-26,2025-08-23,None (Pre-scheduled),Yes
FCT-739747,QC,TD,Internal,Maitre Tremblay,569621,2025-10-28,2025-11-16,2025-11-13,None,Yes
FCT-739748,ON,Fairstone,External,Ontario Title Law,299820,2025-04-04,2025-04-10,2025-04-07,None (Pre-scheduled),Yes
FCT-739749,BC,RBC,Internal,Maritime Legal,647575,2025-06-05,2025-06-23,2025-06-21,None,Yes
FCT-739750,QC,TD,External,Maitre Cote,664966,2025-12-12,2025-12-19,2026-01-07,Lender: Missing Docs,Yes
FCT-739751,ON,TD,External,Smith & Co,727231,2025-08-29,2025-09-18,2025-09-20,External: Payout Delay,Yes
FCT-739752,ON,Fairstone,Internal,Maritime Legal,346139,2025-04-22,2025-05-03,2025-04-25,None (Pre-scheduled),Yes
FCT-739753,ON,TD,Internal,Maritime Legal,361913,2025-05-17,2025-06-05,2025-06-03,None,Yes
FCT-739754,NS,TD,External,Smith & Co,548176,2026-01-30,2026-02-06,2026-03-01,External: Payout Delay,Yes
FCT-739755,NS,ScotiaBank,Internal,Maritime Legal,651471,2025-03-26,2025-03-31,2025-04-10,None,Yes
